"guideline","/guideline/index.html",,"コーディングガイドライン",,,,,1,0,0,,,,,,,
"guideline.rules","/guideline/rules.wiki",,"基本ルール",,,,"/guideline",1,0,1,,,,,,,"guideline"
"guideline.static","/guideline/static.html",,"スタティックモジュール",,,,"/guideline",1,0,1,,,,,,,"guideline"
"guideline.parts","/guideline/parts.html",,"パーツモジュール",,,,"/guideline",1,0,1,,,,,,,"guideline"
"guideline.unit","/guideline/unit.html",,"ユニットモジュール",,,,"/guideline",1,0,1,,,,,,,"guideline"
