"guideline","/guideline/index.html",,"コーディングガイドライン",,,,,,,"",,,,,,,,0,1,,,0
"guideline.rules","/guideline/rules.wiki",,"基本ルール",,,,,,,"/guideline","guideline",,,,,,,0,1,,,1
"guideline.static","/guideline/static.html",,"スタティックモジュール",,,,,,,"/guideline","guideline",,,,,,,0,1,,,1
"guideline.parts","/guideline/parts.html",,"パーツモジュール",,,,,,,"/guideline","guideline",,,,,,,0,1,,,1
"guideline.unit","/guideline/unit.html",,"ユニットモジュール",,,,,,,"/guideline","guideline",,,,,,,0,1,,,1
